Item_set,Sentence,Condition,Correct,Group
162,"Norbert stand im Ruf, immer pünktlich alles zu erledigen.",filler,medium,F
163,Knarrend öffnete die alte Holztür.,filler,medium,A
163,Knarrend öffnete die alte Holztür.,filler,medium,B
163,Knarrend öffnete die alte Holztür.,filler,medium,C
163,Knarrend öffnete die alte Holztür.,filler,medium,D
163,Knarrend öffnete die alte Holztür.,filler,medium,E
163,Knarrend öffnete die alte Holztür.,filler,medium,F
164,Frau Munster beschrieb den ganzen Abend lang.,filler,medium,A
164,Frau Munster beschrieb den ganzen Abend lang.,filler,medium,B
164,Frau Munster beschrieb den ganzen Abend lang.,filler,medium,C
164,Frau Munster beschrieb den ganzen Abend lang.,filler,medium,D
164,Frau Munster beschrieb den ganzen Abend lang.,filler,medium,E
164,Frau Munster beschrieb den ganzen Abend lang.,filler,medium,F
165,Die ganze Welt hatte sich ihm auf den Kopf gestellt.,filler,medium,A
165,Die ganze Welt hatte sich ihm auf den Kopf gestellt.,filler,medium,B
165,Die ganze Welt hatte sich ihm auf den Kopf gestellt.,filler,medium,C
165,Die ganze Welt hatte sich ihm auf den Kopf gestellt.,filler,medium,D
165,Die ganze Welt hatte sich ihm auf den Kopf gestellt.,filler,medium,E
165,Die ganze Welt hatte sich ihm auf den Kopf gestellt.,filler,medium,F
166,"Roberto fragt zur Sicherheit nach, wie die Kinder nicht gerne Spaghetti essen.",filler,medium,A
166,"Roberto fragt zur Sicherheit nach, wie die Kinder nicht gerne Spaghetti essen.",filler,medium,B
166,"Roberto fragt zur Sicherheit nach, wie die Kinder nicht gerne Spaghetti essen.",filler,medium,C
166,"Roberto fragt zur Sicherheit nach, wie die Kinder nicht gerne Spaghetti essen.",filler,medium,D
166,"Roberto fragt zur Sicherheit nach, wie die Kinder nicht gerne Spaghetti essen.",filler,medium,E
166,"Roberto fragt zur Sicherheit nach, wie die Kinder nicht gerne Spaghetti essen.",filler,medium,F
167,"Es erschien Zeynep, dass sie einen Fehler gemacht hatte.",filler,medium,A
167,"Es erschien Zeynep, dass sie einen Fehler gemacht hatte.",filler,medium,B
167,"Es erschien Zeynep, dass sie einen Fehler gemacht hatte.",filler,medium,C
167,"Es erschien Zeynep, dass sie einen Fehler gemacht hatte.",filler,medium,D
167,"Es erschien Zeynep, dass sie einen Fehler gemacht hatte.",filler,medium,E
167,"Es erschien Zeynep, dass sie einen Fehler gemacht hatte.",filler,medium,F
168,Regen und Sonnenschein hatten den roten Anstrich ausgeblichen.,filler,medium,A
168,Regen und Sonnenschein hatten den roten Anstrich ausgeblichen.,filler,medium,B
168,Regen und Sonnenschein hatten den roten Anstrich ausgeblichen.,filler,medium,C
168,Regen und Sonnenschein hatten den roten Anstrich ausgeblichen.,filler,medium,D
168,Regen und Sonnenschein hatten den roten Anstrich ausgeblichen.,filler,medium,E
168,Regen und Sonnenschein hatten den roten Anstrich ausgeblichen.,filler,medium,F
169,Er und ich sind immer wieder in die Haare geraten.,filler,medium,A
169,Er und ich sind immer wieder in die Haare geraten.,filler,medium,B
169,Er und ich sind immer wieder in die Haare geraten.,filler,medium,C
169,Er und ich sind immer wieder in die Haare geraten.,filler,medium,D
169,Er und ich sind immer wieder in die Haare geraten.,filler,medium,E
169,Er und ich sind immer wieder in die Haare geraten.,filler,medium,F
170,Jedes Jungen Mutter will nur das Beste für ihn.,filler,medium,A
170,Jedes Jungen Mutter will nur das Beste für ihn.,filler,medium,B
170,Jedes Jungen Mutter will nur das Beste für ihn.,filler,medium,C
170,Jedes Jungen Mutter will nur das Beste für ihn.,filler,medium,D
170,Jedes Jungen Mutter will nur das Beste für ihn.,filler,medium,E
170,Jedes Jungen Mutter will nur das Beste für ihn.,filler,medium,F
171,"Eine Tasse Tee und ein gutes Buch sind alles, was ich will.",filler,medium,A
171,"Eine Tasse Tee und ein gutes Buch sind alles, was ich will.",filler,medium,B
171,"Eine Tasse Tee und ein gutes Buch sind alles, was ich will.",filler,medium,C
171,"Eine Tasse Tee und ein gutes Buch sind alles, was ich will.",filler,medium,D
171,"Eine Tasse Tee und ein gutes Buch sind alles, was ich will.",filler,medium,E
171,"Eine Tasse Tee und ein gutes Buch sind alles, was ich will.",filler,medium,F
172,Die Kinder und Winfried kommen gut aus miteinander.,filler,medium,A
172,Die Kinder und Winfried kommen gut aus miteinander.,filler,medium,B
172,Die Kinder und Winfried kommen gut aus miteinander.,filler,medium,C
172,Die Kinder und Winfried kommen gut aus miteinander.,filler,medium,D
172,Die Kinder und Winfried kommen gut aus miteinander.,filler,medium,E
172,Die Kinder und Winfried kommen gut aus miteinander.,filler,medium,F
173,"Ich weiß genau, was ich gestern nicht gemacht habe.",filler,medium,A
173,"Ich weiß genau, was ich gestern nicht gemacht habe.",filler,medium,B
173,"Ich weiß genau, was ich gestern nicht gemacht habe.",filler,medium,C
173,"Ich weiß genau, was ich gestern nicht gemacht habe.",filler,medium,D
173,"Ich weiß genau, was ich gestern nicht gemacht habe.",filler,medium,E
173,"Ich weiß genau, was ich gestern nicht gemacht habe.",filler,medium,F
174,"Ich entschloss mich, dass ich nach Hause gehen sollte.",filler,medium,A
174,"Ich entschloss mich, dass ich nach Hause gehen sollte.",filler,medium,B
174,"Ich entschloss mich, dass ich nach Hause gehen sollte.",filler,medium,C
174,"Ich entschloss mich, dass ich nach Hause gehen sollte.",filler,medium,D
174,"Ich entschloss mich, dass ich nach Hause gehen sollte.",filler,medium,E
174,"Ich entschloss mich, dass ich nach Hause gehen sollte.",filler,medium,F
175,"Er versprach, dass er sich höchstpersönlich darum kümmern wird.",filler,medium,A
175,"Er versprach, dass er sich höchstpersönlich darum kümmern wird.",filler,medium,B
175,"Er versprach, dass er sich höchstpersönlich darum kümmern wird.",filler,medium,C
175,"Er versprach, dass er sich höchstpersönlich darum kümmern wird.",filler,medium,D
175,"Er versprach, dass er sich höchstpersönlich darum kümmern wird.",filler,medium,E
175,"Er versprach, dass er sich höchstpersönlich darum kümmern wird.",filler,medium,F
176,Nach vierzig Jahren schließen sich die Türen der alteingesessenen Buchhandlung.,filler,medium,A
176,Nach vierzig Jahren schließen sich die Türen der alteingesessenen Buchhandlung.,filler,medium,B
176,Nach vierzig Jahren schließen sich die Türen der alteingesessenen Buchhandlung.,filler,medium,C
176,Nach vierzig Jahren schließen sich die Türen der alteingesessenen Buchhandlung.,filler,medium,D
176,Nach vierzig Jahren schließen sich die Türen der alteingesessenen Buchhandlung.,filler,medium,E
176,Nach vierzig Jahren schließen sich die Türen der alteingesessenen Buchhandlung.,filler,medium,F
177,"Jeder Idiot hätte sich selbst geärgert, für so etwas bezahlen zu müssen.",filler,medium,A
177,"Jeder Idiot hätte sich selbst geärgert, für so etwas bezahlen zu müssen.",filler,medium,B
177,"Jeder Idiot hätte sich selbst geärgert, für so etwas bezahlen zu müssen.",filler,medium,C
177,"Jeder Idiot hätte sich selbst geärgert, für so etwas bezahlen zu müssen.",filler,medium,D
177,"Jeder Idiot hätte sich selbst geärgert, für so etwas bezahlen zu müssen.",filler,medium,E
177,"Jeder Idiot hätte sich selbst geärgert, für so etwas bezahlen zu müssen.",filler,medium,F
178,"Die Mutter jeder Schülerin erwartete, dass sie als Klassenbeste abschneiden würde.",filler,medium,A
178,"Die Mutter jeder Schülerin erwartete, dass sie als Klassenbeste abschneiden würde.",filler,medium,B
178,"Die Mutter jeder Schülerin erwartete, dass sie als Klassenbeste abschneiden würde.",filler,medium,C
178,"Die Mutter jeder Schülerin erwartete, dass sie als Klassenbeste abschneiden würde.",filler,medium,D
178,"Die Mutter jeder Schülerin erwartete, dass sie als Klassenbeste abschneiden würde.",filler,medium,E
178,"Die Mutter jeder Schülerin erwartete, dass sie als Klassenbeste abschneiden würde.",filler,medium,F
179,Das Geschenk für jeden Jungen wartete auf ihn unter dem Weihnachtsbaum.,filler,medium,A
179,Das Geschenk für jeden Jungen wartete auf ihn unter dem Weihnachtsbaum.,filler,medium,B
179,Das Geschenk für jeden Jungen wartete auf ihn unter dem Weihnachtsbaum.,filler,medium,C
179,Das Geschenk für jeden Jungen wartete auf ihn unter dem Weihnachtsbaum.,filler,medium,D
179,Das Geschenk für jeden Jungen wartete auf ihn unter dem Weihnachtsbaum.,filler,medium,E
179,Das Geschenk für jeden Jungen wartete auf ihn unter dem Weihnachtsbaum.,filler,medium,F
180,Hamid und ich sollen angeblich mir Sorgen gemacht haben.,filler,medium,A
180,Hamid und ich sollen angeblich mir Sorgen gemacht haben.,filler,medium,B
180,Hamid und ich sollen angeblich mir Sorgen gemacht haben.,filler,medium,C
180,Hamid und ich sollen angeblich mir Sorgen gemacht haben.,filler,medium,D
180,Hamid und ich sollen angeblich mir Sorgen gemacht haben.,filler,medium,E
180,Hamid und ich sollen angeblich mir Sorgen gemacht haben.,filler,medium,F
181,Das nie vergessen ich dir werde.,filler,ungram,A
181,Das nie vergessen ich dir werde.,filler,ungram,B
181,Das nie vergessen ich dir werde.,filler,ungram,C
181,Das nie vergessen ich dir werde.,filler,ungram,D
181,Das nie vergessen ich dir werde.,filler,ungram,E
181,Das nie vergessen ich dir werde.,filler,ungram,F
182,Nicht jede Baum verlieren Blatt im Herbst.,filler,ungram,A
182,Nicht jede Baum verlieren Blatt im Herbst.,filler,ungram,B
182,Nicht jede Baum verlieren Blatt im Herbst.,filler,ungram,C
182,Nicht jede Baum verlieren Blatt im Herbst.,filler,ungram,D
182,Nicht jede Baum verlieren Blatt im Herbst.,filler,ungram,E
182,Nicht jede Baum verlieren Blatt im Herbst.,filler,ungram,F
183,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,A
183,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,B
183,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,C
183,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,D
183,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,E
183,Wir werden im Weihnachten nie nach Spanien wieder fahren.,filler,ungram,F
184,Die EU die Internet regulieren will angeblich.,filler,ungram,A
184,Die EU die Internet regulieren will angeblich.,filler,ungram,B
184,Die EU die Internet regulieren will angeblich.,filler,ungram,C
184,Die EU die Internet regulieren will angeblich.,filler,ungram,D
184,Die EU die Internet regulieren will angeblich.,filler,ungram,E
184,Die EU die Internet regulieren will angeblich.,filler,ungram,F
185,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,A
185,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,B
185,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,C
185,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,D
185,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,E
185,Die Aktenkurse steigen infolgedessen der Inflation.,filler,ungram,F
186,Ich würde am liebsten Astern und Rosen im Garten blühen.,filler,ungram,A
186,Ich würde am liebsten Astern und Rosen im Garten blühen.,filler,ungram,B
186,Ich würde am liebsten Astern und Rosen im Garten blühen.,filler,ungram,C
186,Ich würde am liebsten Astern und Rosen im Garten blühen.,filler,ungram,D
186,Ich würde am liebsten Astern und Rosen im Garten blühen.,filler,ungram,E
186,Ich würde am liebsten Astern und Rosen im Garten blühen.,filler,ungram,F
187,Die Bäckerei hat diesen Sommer geschließen.,filler,ungram,A
187,Die Bäckerei hat diesen Sommer geschließen.,filler,ungram,B
187,Die Bäckerei hat diesen Sommer geschließen.,filler,ungram,C
187,Die Bäckerei hat diesen Sommer geschließen.,filler,ungram,D
187,Die Bäckerei hat diesen Sommer geschließen.,filler,ungram,E
187,Die Bäckerei hat diesen Sommer geschließen.,filler,ungram,F
188,"Gelesen, aber nicht gefallen, hatte ihm das Buch.",filler,ungram,A
188,"Gelesen, aber nicht gefallen, hatte ihm das Buch.",filler,ungram,B
188,"Gelesen, aber nicht gefallen, hatte ihm das Buch.",filler,ungram,C
188,"Gelesen, aber nicht gefallen, hatte ihm das Buch.",filler,ungram,D
188,"Gelesen, aber nicht gefallen, hatte ihm das Buch.",filler,ungram,E
188,"Gelesen, aber nicht gefallen, hatte ihm das Buch.",filler,ungram,F
189,Abendessen nach dem sie immer spazieren ging. ,filler,ungram,A
189,Abendessen nach dem sie immer spazieren ging. ,filler,ungram,B
189,Abendessen nach dem sie immer spazieren ging. ,filler,ungram,C
189,Abendessen nach dem sie immer spazieren ging. ,filler,ungram,D
189,Abendessen nach dem sie immer spazieren ging. ,filler,ungram,E
189,Abendessen nach dem sie immer spazieren ging. ,filler,ungram,F
190,Der Plan aufging leider nicht ganz. ,filler,ungram,A
190,Der Plan aufging leider nicht ganz. ,filler,ungram,B
190,Der Plan aufging leider nicht ganz. ,filler,ungram,C
190,Der Plan aufging leider nicht ganz. ,filler,ungram,D
190,Der Plan aufging leider nicht ganz. ,filler,ungram,E
190,Der Plan aufging leider nicht ganz. ,filler,ungram,F
191,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,A
191,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,B
191,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,C
191,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,D
191,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,E
191,Alle Teilnehmerinnen und Teilnehmer bekommt eine Urkunde ausgestellt.,filler,ungram,F
192,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,A
192,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,B
192,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,C
192,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,D
192,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,E
192,Das Gemüse und die Kartoffeln ist in kulinarischer Perfektion.,filler,ungram,F
193,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,A
193,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,B
193,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,C
193,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,D
193,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,E
193,Genannt wurden insbesondere die Leiterin und das Leiter. ,filler,ungram,F
194,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,A
194,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,B
194,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,C
194,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,D
194,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,E
194,Chemikalien haben Flüsse und andere Gewässer verseucht sollen.,filler,ungram,F
195,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,A
195,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,B
195,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,C
195,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,D
195,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,E
195,Die UN rief zur Stärkung von Kleinbauern und das Bildungssystem auf.,filler,ungram,F
196,Niemand hat kann sich auf ihn verlassen.,filler,ungram,A
196,Niemand hat kann sich auf ihn verlassen.,filler,ungram,B
196,Niemand hat kann sich auf ihn verlassen.,filler,ungram,C
196,Niemand hat kann sich auf ihn verlassen.,filler,ungram,D
196,Niemand hat kann sich auf ihn verlassen.,filler,ungram,E
196,Niemand hat kann sich auf ihn verlassen.,filler,ungram,F
197,Der Angeklagte hatte angeblich drei Stundentinnen gemordet.,filler,ungram,A
197,Der Angeklagte hatte angeblich drei Stundentinnen gemordet.,filler,ungram,B
197,Der Angeklagte hatte angeblich drei Stundentinnen gemordet.,filler,ungram,C
197,Der Angeklagte hatte angeblich drei Stundentinnen gemordet.,filler,ungram,D
197,Der Angeklagte hatte angeblich drei Stundentinnen gemordet.,filler,ungram,E
197,Der Angeklagte hatte angeblich drei Stundentinnen gemordet.,filler,ungram,F
198,Erst gegen Abend konnte Anna ihre Tochter endlich schlafen.,filler,ungram,A
198,Erst gegen Abend konnte Anna ihre Tochter endlich schlafen.,filler,ungram,B
198,Erst gegen Abend konnte Anna ihre Tochter endlich schlafen.,filler,ungram,C
198,Erst gegen Abend konnte Anna ihre Tochter endlich schlafen.,filler,ungram,D
198,Erst gegen Abend konnte Anna ihre Tochter endlich schlafen.,filler,ungram,E
198,Erst gegen Abend konnte Anna ihre Tochter endlich schlafen.,filler,ungram,F
199,Der Mann neben dir ist ganz eindeutig getrunken.,filler,ungram,A
199,Der Mann neben dir ist ganz eindeutig getrunken.,filler,ungram,B
199,Der Mann neben dir ist ganz eindeutig getrunken.,filler,ungram,C
199,Der Mann neben dir ist ganz eindeutig getrunken.,filler,ungram,D
199,Der Mann neben dir ist ganz eindeutig getrunken.,filler,ungram,E
199,Der Mann neben dir ist ganz eindeutig getrunken.,filler,ungram,F
200,Die Blumen müssen auch noch gießen werden.,filler,ungram,A
200,Die Blumen müssen auch noch gießen werden.,filler,ungram,B
200,Die Blumen müssen auch noch gießen werden.,filler,ungram,C
200,Die Blumen müssen auch noch gießen werden.,filler,ungram,D
200,Die Blumen müssen auch noch gießen werden.,filler,ungram,E
200,Die Blumen müssen auch noch gießen werden.,filler,ungram,F
201,Rasant die Arbeitslosenrate steigt an.,filler,ungram,A
201,Rasant die Arbeitslosenrate steigt an.,filler,ungram,B
201,Rasant die Arbeitslosenrate steigt an.,filler,ungram,C
201,Rasant die Arbeitslosenrate steigt an.,filler,ungram,D
201,Rasant die Arbeitslosenrate steigt an.,filler,ungram,E
201,Rasant die Arbeitslosenrate steigt an.,filler,ungram,F
202,Der Lehrer streicht die Fehler in roter Tinte unter.,filler,ungram,A
202,Der Lehrer streicht die Fehler in roter Tinte unter.,filler,ungram,B
202,Der Lehrer streicht die Fehler in roter Tinte unter.,filler,ungram,C
202,Der Lehrer streicht die Fehler in roter Tinte unter.,filler,ungram,D
202,Der Lehrer streicht die Fehler in roter Tinte unter.,filler,ungram,E
202,Der Lehrer streicht die Fehler in roter Tinte unter.,filler,ungram,F
203,Der Präsident überreichte der Preisträgerin.,filler,ungram,A
203,Der Präsident überreichte der Preisträgerin.,filler,ungram,B
203,Der Präsident überreichte der Preisträgerin.,filler,ungram,C
203,Der Präsident überreichte der Preisträgerin.,filler,ungram,D
203,Der Präsident überreichte der Preisträgerin.,filler,ungram,E
203,Der Präsident überreichte der Preisträgerin.,filler,ungram,F
204,Renate parkte ihr Auto vor dem Supermarkt ab.,filler,ungram,A
204,Renate parkte ihr Auto vor dem Supermarkt ab.,filler,ungram,B
204,Renate parkte ihr Auto vor dem Supermarkt ab.,filler,ungram,C
204,Renate parkte ihr Auto vor dem Supermarkt ab.,filler,ungram,D
204,Renate parkte ihr Auto vor dem Supermarkt ab.,filler,ungram,E
204,Renate parkte ihr Auto vor dem Supermarkt ab.,filler,ungram,F
205,Die Ausstellung ist ein Ereignis für Jung und Alte.,filler,ungram,A
205,Die Ausstellung ist ein Ereignis für Jung und Alte.,filler,ungram,B
205,Die Ausstellung ist ein Ereignis für Jung und Alte.,filler,ungram,C
205,Die Ausstellung ist ein Ereignis für Jung und Alte.,filler,ungram,D
205,Die Ausstellung ist ein Ereignis für Jung und Alte.,filler,ungram,E
205,Die Ausstellung ist ein Ereignis für Jung und Alte.,filler,ungram,F
206,Alleine ins Labyrinth zu gehen traute Julia nicht.,filler,ungram,A
206,Alleine ins Labyrinth zu gehen traute Julia nicht.,filler,ungram,B
206,Alleine ins Labyrinth zu gehen traute Julia nicht.,filler,ungram,C
206,Alleine ins Labyrinth zu gehen traute Julia nicht.,filler,ungram,D
206,Alleine ins Labyrinth zu gehen traute Julia nicht.,filler,ungram,E
206,Alleine ins Labyrinth zu gehen traute Julia nicht.,filler,ungram,F
207,"Die neue Vorsitzende machte das Vorschlagen, alle Meetings online abzuhalten.",filler,ungram,A
207,"Die neue Vorsitzende machte das Vorschlagen, alle Meetings online abzuhalten.",filler,ungram,B
207,"Die neue Vorsitzende machte das Vorschlagen, alle Meetings online abzuhalten.",filler,ungram,C
207,"Die neue Vorsitzende machte das Vorschlagen, alle Meetings online abzuhalten.",filler,ungram,D
207,"Die neue Vorsitzende machte das Vorschlagen, alle Meetings online abzuhalten.",filler,ungram,E
207,"Die neue Vorsitzende machte das Vorschlagen, alle Meetings online abzuhalten.",filler,ungram,F
208,Angeblich hat sie schon immer gesagt.,filler,ungram,A
208,Angeblich hat sie schon immer gesagt.,filler,ungram,B
208,Angeblich hat sie schon immer gesagt.,filler,ungram,C
208,Angeblich hat sie schon immer gesagt.,filler,ungram,D
208,Angeblich hat sie schon immer gesagt.,filler,ungram,E
208,Angeblich hat sie schon immer gesagt.,filler,ungram,F
209,"Ich habe dann auch das gute Wetter genutzt, um ein Eis essen zu laufen.",filler,ungram,A
209,"Ich habe dann auch das gute Wetter genutzt, um ein Eis essen zu laufen.",filler,ungram,B
209,"Ich habe dann auch das gute Wetter genutzt, um ein Eis essen zu laufen.",filler,ungram,C
209,"Ich habe dann auch das gute Wetter genutzt, um ein Eis essen zu laufen.",filler,ungram,D
209,"Ich habe dann auch das gute Wetter genutzt, um ein Eis essen zu laufen.",filler,ungram,E
209,"Ich habe dann auch das gute Wetter genutzt, um ein Eis essen zu laufen.",filler,ungram,F
210,"Es freut uns, dass die Karte angekommen hat.",filler,ungram,A
210,"Es freut uns, dass die Karte angekommen hat.",filler,ungram,B
210,"Es freut uns, dass die Karte angekommen hat.",filler,ungram,C
210,"Es freut uns, dass die Karte angekommen hat.",filler,ungram,D
210,"Es freut uns, dass die Karte angekommen hat.",filler,ungram,E
210,"Es freut uns, dass die Karte angekommen hat.",filler,ungram,F
211,Die Entlastungen staatlichen zum Ausgleich der Inflation ausreichen.,filler,ungram,A
211,Die Entlastungen staatlichen zum Ausgleich der Inflation ausreichen.,filler,ungram,B
211,Die Entlastungen staatlichen zum Ausgleich der Inflation ausreichen.,filler,ungram,C
211,Die Entlastungen staatlichen zum Ausgleich der Inflation ausreichen.,filler,ungram,D
211,Die Entlastungen staatlichen zum Ausgleich der Inflation ausreichen.,filler,ungram,E
211,Die Entlastungen staatlichen zum Ausgleich der Inflation ausreichen.,filler,ungram,F
212,Die Gemälde zeigt die niederländische Landschaft im Spätherbst.,filler,ungram,A
212,Die Gemälde zeigt die niederländische Landschaft im Spätherbst.,filler,ungram,B
212,Die Gemälde zeigt die niederländische Landschaft im Spätherbst.,filler,ungram,C
212,Die Gemälde zeigt die niederländische Landschaft im Spätherbst.,filler,ungram,D
212,Die Gemälde zeigt die niederländische Landschaft im Spätherbst.,filler,ungram,E
212,Die Gemälde zeigt die niederländische Landschaft im Spätherbst.,filler,ungram,F
213,Ein Hagelsturm steht zwischen acht und zehn Uhr erwartet.,filler,ungram,A
213,Ein Hagelsturm steht zwischen acht und zehn Uhr erwartet.,filler,ungram,B
213,Ein Hagelsturm steht zwischen acht und zehn Uhr erwartet.,filler,ungram,C
213,Ein Hagelsturm steht zwischen acht und zehn Uhr erwartet.,filler,ungram,D
213,Ein Hagelsturm steht zwischen acht und zehn Uhr erwartet.,filler,ungram,E
213,Ein Hagelsturm steht zwischen acht und zehn Uhr erwartet.,filler,ungram,F
214,Diese Nachricht wirkte einen rasanten Anstieg der Ölpreise innerhalb weniger Stunden aus.,filler,ungram,A
214,Diese Nachricht wirkte einen rasanten Anstieg der Ölpreise innerhalb weniger Stunden aus.,filler,ungram,B
214,Diese Nachricht wirkte einen rasanten Anstieg der Ölpreise innerhalb weniger Stunden aus.,filler,ungram,C
214,Diese Nachricht wirkte einen rasanten Anstieg der Ölpreise innerhalb weniger Stunden aus.,filler,ungram,D
214,Diese Nachricht wirkte einen rasanten Anstieg der Ölpreise innerhalb weniger Stunden aus.,filler,ungram,E
214,Diese Nachricht wirkte einen rasanten Anstieg der Ölpreise innerhalb weniger Stunden aus.,filler,ungram,F
215,Betrübt seiend machte sich Khoa auf den Weg.,filler,ungram,A
215,Betrübt seiend machte sich Khoa auf den Weg.,filler,ungram,B
215,Betrübt seiend machte sich Khoa auf den Weg.,filler,ungram,C
215,Betrübt seiend machte sich Khoa auf den Weg.,filler,ungram,D
215,Betrübt seiend machte sich Khoa auf den Weg.,filler,ungram,E
215,Betrübt seiend machte sich Khoa auf den Weg.,filler,ungram,F
216,Du hattest schon immer bessere Noten als mir.,filler,ungram,A
216,Du hattest schon immer bessere Noten als mir.,filler,ungram,B
216,Du hattest schon immer bessere Noten als mir.,filler,ungram,C
216,Du hattest schon immer bessere Noten als mir.,filler,ungram,D
216,Du hattest schon immer bessere Noten als mir.,filler,ungram,E
216,Du hattest schon immer bessere Noten als mir.,filler,ungram,F
217,Atome bestehen aus noch kleinsten Elementarteilchen.,filler,ungram,A
217,Atome bestehen aus noch kleinsten Elementarteilchen.,filler,ungram,B
217,Atome bestehen aus noch kleinsten Elementarteilchen.,filler,ungram,C
217,Atome bestehen aus noch kleinsten Elementarteilchen.,filler,ungram,D
217,Atome bestehen aus noch kleinsten Elementarteilchen.,filler,ungram,E
217,Atome bestehen aus noch kleinsten Elementarteilchen.,filler,ungram,F
218,Beate sollte sich endlich neues Auto kaufen.,filler,ungram,A
218,Beate sollte sich endlich neues Auto kaufen.,filler,ungram,B
218,Beate sollte sich endlich neues Auto kaufen.,filler,ungram,C
218,Beate sollte sich endlich neues Auto kaufen.,filler,ungram,D
218,Beate sollte sich endlich neues Auto kaufen.,filler,ungram,E
218,Beate sollte sich endlich neues Auto kaufen.,filler,ungram,F
219,Europa und Asien bilden eine zusammenhängende Landmassen. ,filler,ungram,A
219,Europa und Asien bilden eine zusammenhängende Landmassen. ,filler,ungram,B
219,Europa und Asien bilden eine zusammenhängende Landmassen. ,filler,ungram,C
219,Europa und Asien bilden eine zusammenhängende Landmassen. ,filler,ungram,D
219,Europa und Asien bilden eine zusammenhängende Landmassen. ,filler,ungram,E
219,Europa und Asien bilden eine zusammenhängende Landmassen. ,filler,ungram,F
220,"Du und Ahmed können dir ja vorstellen, wie das ablief.",filler,ungram,A
220,"Du und Ahmed können dir ja vorstellen, wie das ablief.",filler,ungram,B
220,"Du und Ahmed können dir ja vorstellen, wie das ablief.",filler,ungram,C
220,"Du und Ahmed können dir ja vorstellen, wie das ablief.",filler,ungram,D
220,"Du und Ahmed können dir ja vorstellen, wie das ablief.",filler,ungram,E
220,"Du und Ahmed können dir ja vorstellen, wie das ablief.",filler,ungram,F
